Автор,Статус заказа,Дата отзыва,Кол-во звезд,Текст отзыва,Артикул
Альбина,,"15 декабря 2024, 16:25 • Дополнен",star5,"Приношу свои извинения, новый дизайн и новая упаковка сбили с толку, лишь перед использованием увидел, что это старая любимая паста.Первоначальный отзыв",175555443.0
Ирина,,"05 октября 2024, 23:53",star4,"Пришли в новой упаковке, на картинке другие. Мне кажется состав изменили.",175555443.0
Ольга,Выкупили,"16 мая, 18:23",star5,"Всем рекомендую. Очень давно пользуюсь их линейкой продукции. Очень укрепляет дёсна, не образуется зубной камень. И после длительного приминения забыла про зубных врачей.",175555440.0
Покупатель Wildberries,Выкупили,"29 марта, 09:17 • Дополнен",star1,"Не рекомендую продавца 👎, прислали очень в плохом состоянии и так безобразно, я выкинул этот товар для своей безопасности.Первоначальный отзыв",175555440.0
Галина,Отказались,"13 марта, 07:17",star1,,175555440.0
Елена,,"13 октября 2024, 18:50",star4,Недостатки:Пришла другая паста...,175555440.0
Татьяна,,"11 октября 2024, 20:47",star5,"Пришло всё хорошо упаковано, мне она очень нравится, я уже много лет пользуюсь этой пастой, рекомендую",175555440.0
Лидия,,"03 октября 2024, 09:18",star2,Недостатки:Пришла не та паста,175555440.0
Валентина,Выкупили,"23 сентября 2024, 15:32",star2,Пришла в другой упаковке еще не пробовала .,175555440.0
Людмила,,"29 июля 2024, 16:57",star5,"Пасту всегда берем, нравится",175555440.0
Покупатель Wildberries,,"08 апреля 2024, 21:09",star5,Хорошая паста,175555440.0
Елена,Выкупили,"16 мая, 08:06",star3,"Недостатки:Раньше была лучше, тюбик не удобный! Широкий и короткийВпечатления покупателя про:другое",211235741.0
Виктор,Выкупили,"23 марта, 14:03",star1,"Недостатки:Делали заказ пасту  асепта пародонтал актив в белой упаковки по цене 875 рублей за 2 штуки а пришла асепта активе в синей упаковке каторая гораздо дешевле. Продавец не добросовестный,хотя в отзывах через раз такая же проблема.Впечатления покупателя про:другое",211235741.0
Ольга,Выкупили,"24 февраля, 14:45",star5,"Достоинства:Доставка вовремя приехала,паста понравилась,освежает",211235741.0
Татьяна,Выкупили,"22 февраля, 10:16",star1,"Заказываешь одно, присылают другое неужели сложно поменять картинку или это у вас такой маркетинговый ход?",211235741.0
Наталья,Отказались,"13 февраля, 09:40",star1,"Отказ,заказывали пасту асепта, но другую. Уже не первый раз. При сборке товара полное отсутствие внимания.",211235741.0
Егор,Выкупили,"06 февраля, 14:06",star5,"Не ту прислали, внимательнее пожалуйста",211235741.0
Дарья,,"29 ноября 2024, 13:17",star4,"Достоинства:Заказывала белую, пришла синяяНедостатки:Упаковка мятая",211235741.0
Светлана,Выкупили,"28 октября 2024, 19:21",star2,Недостатки:Упаковка вся разорвана.,211235741.0
Наталья,,"14 октября 2024, 20:48",star1,"Не тот товар, пакуют заведомо другую более дешёвую",211235741.0
Марина,Отказались,"18 сентября 2024, 06:47",star1,"Прислали совсем не ту зубную пасту, к сожалению. Отказалась",211235741.0
Полина,Выкупили,"23 января, 18:45",star5,Достоинства:Очень хороший. Покупаю очень часто. Лечит язвы и стоматит шикарно. Онкологи нахваливают и я тоже.,84348978.0
Чеботарёва,Отказались,"13 января, 18:06",star1,Достоинства:Их нетНедостатки:Товар был в помятой упаковке и просроченВпечатления покупателя про:просрочилось,84348978.0
Олег,,"06 октября 2024, 22:34",star5,Достоинства:Полезный ополаскивательНедостатки:НетКомментарий:Хорошо помогает при воспалении десен,84348978.0
Ирина,,"13 мая 2024, 20:53",star4,Странный ополаскиватель.... после использования явный эффект аппликационной анестезии всей полости рта..явное присутствие в составе приличной порции лидокаина...осторожно аллергики!,84348978.0
Наталья,,"24 апреля 2024, 13:28",star5,Супер.,84348978.0
Евгения,,"20 апреля 2024, 15:22",star5,"Отличный бальзам, помогает от кровотечение десен. Ополаскиватель приятный на вкус, освежает и помогает от восполенийдесен десен. Замечательный эффект в комплексе! Я довольна.",84348978.0
Галина,,"17 апреля 2024, 15:33",star5,"Покупаем уже не первый раз. Всё хорошо . Имеет небольшой эффект анестезии, обезболивает.",84348978.0
Надежда,,"05 апреля 2024, 12:25",star5,"товар пришел в хорошей упаковке,отличного качества.очень хорошее средство.рекомендую.",84348978.0
Покупатель Wildberries,,"09 марта 2024, 10:45",star5,"Десны практически перестают кроваточить ,желательноеще и к доктору сходть",84348978.0
Татьяна,,"17 ноября 2022, 15:30",star5,Отличное средство! Пользуюсь по рекомендации стоматолога!,84348978.0
Татьяна,,"07 сентября 2022, 22:21",star5,Прекрасное средство при воспалении дёсен,84348978.0
Руслан,Выкупили,"17 июня, 20:53",star5,Достоинства:Эффект заморозки после исполнения  10 мин,214055443.0
Вера,Выкупили,"15 июня, 10:15",star5,Хороший ополаскиватель. Главное помогает. Заказываю повторно. Рекомендую у кого кровоточат десны ну и парадонтоз.,214055443.0
Буравцова Марина Викторовна,Выкупили,"23 мая, 12:45",star5,"Достоинства:Отличное действие, рекомендовал стоматолог, с ним быстро прошла проблема с деснами",214055443.0
Ирина,Выкупили,"19 марта, 13:18",star5,"Ополаскиватель мне нравится,уже пользовалась,работает.",214055443.0
Ирина Александровна,Выкупили,"19 февраля, 12:37",star4,"Достоинства:Использовала один раз - немного сушит рот и язык  😛 стал как после анестезии. Но буду пользоваться и только на ночь. Крышка от флакона очень туго открывалась, пришлось ножом помогать вскрывать.",214055443.0
Владимир,Выкупили,"09 февраля, 12:41",star5,Отличный товар,214055443.0
Болат,Выкупили,"18 января, 08:33",star5,Достоинства:Кровотечение не исчезло но заметно стало меньше. Как профилактическое рекомендую,214055443.0
Надежда,Выкупили,"12 января, 14:50",star4,Достоинства:Отличное средство!!!Комментарий:Пришла повреждена: коробка открыта и нет закрепляющей ленты на крышке. Просьба!! Проверять как надо!!!!!,214055443.0
Ксения,Выкупили,"30 декабря 2024, 18:11",star4,"Достоинства:Продукт сам по себе очень приятный, нет химозыНедостатки:Упаковка пришла порванаяКомментарий:Заказваю второй раз, в первый раз вообще пришел без упаковки и без крышки) в этот раз спасибо хоть за крышку и порванную коробку..",214055443.0
Наталья,Выкупили,"29 декабря 2024, 10:13",star5,"Достоинства:Ноавиться , можно развести водой.",214055443.0
Мария,Отказались,"15 декабря 2024, 17:15",star2,"Достоинства:Не получилось воспользоваться средствомНедостатки:Рваная вторичная упаковкаКомментарий:Ополаскиватель пришел в рваной картонной упаковке. Пришлось отказаться так как на самом флаконе нет защитной пломбы и не известно что находится внутри. Отправка со склада продавца и продавец видел качество отправляемой упаковки. Оценка продавцу, а не товару.Впечатления покупателя про:другое",214055443.0
Ольга,Выкупили,"12 декабря 2024, 09:22",star5,"Как обычно, при получении коробка раздавлена, уже третий раз покупаю, продавцы разные- проблемы одни и те же",214055443.0
Анастасия,Выкупили,"09 ноября 2024, 13:41",star5,"Достоинства:В беременность начали кровоточить десна, после применения данного ополаскивателя кровоточивость пропала. Советую его приобрести, у кого есть такая проблема",214055443.0
Нина,,"11 октября 2024, 19:55",star5,"Достоинства:Не плохой ополаскиватель, помогает справляться с проблемой.",214055443.0
Сергей,,"07 июля 2024, 23:23",star1,Пришёл распечатанный.,214055443.0
Аида,,"30 июня 2024, 15:31",star4,"Производителям минус за отсутствие защитной мембраны, которая наносится между полостью и крышкой тары с целью максимальной герметизации содержимого.",214055443.0
Александр,,"07 июня 2024, 23:44",star5,Лучший ополаскиватель!,214055443.0
Эльвира,,"30 мая 2024, 11:21",star5,"Ополаскиватель - класс, снимает чуствительность  сразу!",214055443.0
Людмила,,"28 мая 2024, 18:20",star5,Хорошо обжигает но дорого,214055443.0
Евгения,,"27 мая 2024, 13:05",star5,Соответствует описанию,214055443.0
Ольга,,"19 мая 2024, 21:52",star5,"Пользуюсь очень давно, очень помогает. Спасибо!",214055443.0
Надежда,,"08 мая 2024, 17:46",star1,Ужасная упаковка- пузырек выпал и мог разбитьсяВпечатления покупателя про:другое,214055443.0
Тамара Луцко,,"24 апреля 2024, 01:05",star5,"Упаковка, доставка - все ок. Сам ополаскиватель покупаю не первый раз. Мне нравится то, что есть обезболивающий эффект",214055443.0
Ирина,,"22 апреля 2024, 14:23",star5,"Пришкл быстро, упакован хорошо",214055443.0
Ольга,,"11 апреля 2024, 10:34",star4,"Упакован был в полиэтиленовый пакет, коробки не было, неполная бутылка.",214055443.0
Покупатель Wildberries,Выкупили,"23 декабря 2024, 13:15 • Дополнен",star5,"Ополаскиватель отличный, заканчивается, буду заказывать ещё.Первоначальный отзыв",212876972.0
Покупатель Wildberries,,"12 октября 2024, 16:03 • Дополнен",star5,"Отправила оотзыв не на тот товар, не знаю как отредактировать и служба поддержки что то не отвечает.  Ополаскиватели я очень довольна нет претензий. Мне прислали не ту пасту.Первоначальный отзыв",212876972.0
Екатерина,,"13 апреля 2024, 12:27",star5,единственный ополаскиватель. после ктр не хочется прополоскать рот. у сына проблемы с деснами -решил!!! беру постоянно,212876972.0
Покупатель Wildberries,,"08 апреля 2024, 05:14",star5,"Доставка долго, но все норм. Хороший товар. Продавцу спасибо и удачи в продажах.",212876972.0
Валентина,Отказались,"11 января, 14:44",star1,"Недостатки:Разорвана не только заводская упаковка, вскрыт флакон",227510622.0
Мадина,Выкупили,"16 ноября 2024, 10:11",star5,Достоинства:👍🏻 буду заказывать ещё,227510622.0
